id,date,trade_code,high,low,open,close,volume,created_at,updated_at
,7/13/2020,PDL,8.5,8.5,8.5,8.5,"25,932",,
,7/12/2020,PDL,8.5,8.5,8.5,8.5,"44,785",,
,7/9/2020,PDL,8.5,8.5,8.5,8.5,"11,660",,
,7/8/2020,PDL,8.5,8.5,8.5,8.5,"8,276",,
,7/7/2020,PDL,0,0,0,8.5,0,,
,7/6/2020,PDL,8.5,8.5,8.5,8.5,"3,850",,
,7/5/2020,PDL,0,0,0,8.5,0,,
,7/2/2020,PDL,8.5,8.5,8.5,8.5,200,,
,8/10/2020,PENINSULA,18.2,17.5,18,17.7,"672,596",,
,8/9/2020,PENINSULA,18.4,17.8,18.4,18,"1,130,128",,
,8/6/2020,PENINSULA,18.4,17.5,17.5,18.1,"927,915",,
,8/5/2020,PENINSULA,18.1,17.1,17.1,17.4,"1,824,117",,
,8/4/2020,PENINSULA,17.1,17.1,17.1,17.1,"277,687",,
,8/3/2020,PENINSULA,17.1,17.1,17.1,17.1,"142,335",,
,7/30/2020,PENINSULA,17.1,17.1,17.1,17.1,"36,647",,
,7/29/2020,PENINSULA,17.1,17.1,17.1,17.1,923,,
,7/28/2020,PENINSULA,17.1,17.1,17.1,17.1,"3,979",,
,7/27/2020,PENINSULA,17.1,17.1,17.1,17.1,"2,001",,
,7/26/2020,PENINSULA,17.1,17.1,17.1,17.1,"5,650",,
,7/23/2020,PENINSULA,17.1,17.1,17.1,17.1,380,,
,7/22/2020,PENINSULA,17.1,17.1,17.1,17.1,"11,360",,
,7/21/2020,PENINSULA,17.1,17.1,17.1,17.1,"1,460",,
,7/20/2020,PENINSULA,17.1,17.1,17.1,17.1,"8,845",,
,7/19/2020,PENINSULA,0,0,0,17.1,0,,
,7/16/2020,PENINSULA,17.1,17.1,17.1,17.1,600,,
,7/15/2020,PENINSULA,17.1,17.1,17.1,17.1,"1,460",,
,7/14/2020,PENINSULA,17.1,17.1,17.1,17.1,301,,
,7/13/2020,PENINSULA,17.1,17.1,17.1,17.1,"3,600",,
,7/12/2020,PENINSULA,17.1,17.1,17.1,17.1,"1,105",,
,7/9/2020,PENINSULA,17.1,17.1,17.1,17.1,"7,060",,
,7/8/2020,PENINSULA,17.1,17.1,17.1,17.1,"2,790",,
,7/7/2020,PENINSULA,17.1,17.1,17.1,17.1,"13,850",,
,7/6/2020,PENINSULA,17.1,17.1,17.1,17.1,1,,
,7/5/2020,PENINSULA,17.1,17.1,17.1,17.1,910,,
,7/2/2020,PENINSULA,0,0,0,17.1,0,,
,8/10/2020,PEOPLESINS,31.6,27.8,30.8,28.1,"1,204,984",,
,8/9/2020,PEOPLESINS,31.8,28.1,30.9,30.6,"1,653,962",,
,8/6/2020,PEOPLESINS,30.3,27.7,30,29.2,"3,101,067",,
,8/5/2020,PEOPLESINS,27.6,26.5,27,27.6,"2,294,305",,
,8/4/2020,PEOPLESINS,25.1,23.4,24.7,25.1,"3,016,061",,
,8/3/2020,PEOPLESINS,22.9,21.5,21.5,22.9,"472,007",,
,7/30/2020,PEOPLESINS,20.9,18.6,18.8,20.9,"1,104,600",,
,7/29/2020,PEOPLESINS,0,0,0,19,0,,
,7/28/2020,PEOPLESINS,19.2,18.1,18.5,19,"577,226",,
,7/27/2020,PEOPLESINS,18.8,17.3,17.4,18.3,"476,221",,
,7/26/2020,PEOPLESINS,17.7,17.1,17.1,17.4,"365,071",,
,7/23/2020,PEOPLESINS,17.6,17.1,17.4,17.2,"289,035",,
,7/22/2020,PEOPLESINS,17.8,17.1,17.7,17.2,"122,089",,
,7/21/2020,PEOPLESINS,17.9,17.3,17.5,17.7,"390,352",,
,7/20/2020,PEOPLESINS,17.9,16.8,16.8,17.6,"465,663",,
,7/19/2020,PEOPLESINS,17,16.2,16.7,16.8,"557,359",,
,7/16/2020,PEOPLESINS,16.7,15.9,16.1,16.6,"343,440",,
,7/15/2020,PEOPLESINS,16.7,15.7,15.7,15.9,"682,122",,
,7/14/2020,PEOPLESINS,15.9,15.5,15.8,15.7,"99,056",,
,7/13/2020,PEOPLESINS,15.8,15.5,15.7,15.6,"139,342",,
,7/12/2020,PEOPLESINS,15.9,15.3,15.7,15.4,"121,444",,
,7/9/2020,PEOPLESINS,16.6,15.5,16.1,15.6,"411,118",,
,7/8/2020,PEOPLESINS,17.1,15.8,16.9,16.1,"662,556",,
,7/7/2020,PEOPLESINS,16.6,15.4,16.6,16.6,"39,718",,
,7/6/2020,PEOPLESINS,16.5,15.8,15.8,16.3,"59,274",,
,7/5/2020,PEOPLESINS,15.6,15.2,15.5,15.6,"48,165",,
,7/2/2020,PEOPLESINS,15.5,15.1,15.3,15.4,"20,822",,
,8/10/2020,PF1STMF,8.7,8.1,8.3,8.3,"1,643,312",,
,8/9/2020,PF1STMF,8.3,8,8,8.3,"1,613,096",,
,8/6/2020,PF1STMF,8.5,7.9,8.4,8,"2,003,323",,
,8/5/2020,PF1STMF,8.3,7.7,7.7,8.2,"1,561,460",,
,8/4/2020,PF1STMF,7.9,7.6,7.7,7.7,"645,899",,
,8/3/2020,PF1STMF,8,7.6,7.8,7.7,"1,129,185",,
,7/30/2020,PF1STMF,8.1,7.8,7.8,7.9,"487,658",,
,7/29/2020,PF1STMF,8,7.7,7.9,7.8,"985,216",,
,7/28/2020,PF1STMF,8.3,7.9,8,8,"1,051,357",,
,7/27/2020,PF1STMF,8.3,7.9,8.3,8,"1,225,203",,
,7/26/2020,PF1STMF,8.5,8.1,8.3,8.3,"2,394,372",,
,7/23/2020,PF1STMF,8.3,7.8,7.8,8.1,"2,237,792",,
,7/22/2020,PF1STMF,7.9,7.6,7.7,7.8,"820,704",,
,7/21/2020,PF1STMF,8,7.5,7.5,7.8,"1,079,639",,
,7/20/2020,PF1STMF,7.5,7.1,7.2,7.4,"294,310",,
,7/19/2020,PF1STMF,7.5,7.2,7.5,7.2,"469,542",,
,7/16/2020,PF1STMF,7.6,7.4,7.5,7.4,"450,066",,
,7/15/2020,PF1STMF,7.7,7.4,7.5,7.5,"480,163",,
,7/14/2020,PF1STMF,7.7,7.4,7.5,7.6,"611,823",,
,7/13/2020,PF1STMF,8,7.6,7.9,7.6,"515,956",,
,7/12/2020,PF1STMF,8.2,7.7,8,7.9,"1,812,868",,
,7/9/2020,PF1STMF,8.1,7.8,7.9,8,"1,530,046",,
,7/8/2020,PF1STMF,8,7.7,7.7,7.9,"1,315,561",,
,7/7/2020,PF1STMF,7.8,7.6,7.6,7.7,"411,856",,
,7/6/2020,PF1STMF,7.7,7.5,7.6,7.6,"333,367",,
,7/5/2020,PF1STMF,7.7,7.5,7.6,7.6,"334,085",,
,7/2/2020,PF1STMF,7.8,7.5,7.7,7.6,"308,906",,
,8/10/2020,PHARMAID,456,427,434,437.6,"62,363",,
,8/9/2020,PHARMAID,435,420,420,430.9,"56,323",,
,8/6/2020,PHARMAID,420.8,408,408,419.7,"29,327",,
,8/5/2020,PHARMAID,420.1,406,420.1,409.3,"28,487",,
,8/4/2020,PHARMAID,425.9,414,423.9,419.6,"36,655",,
,8/3/2020,PHARMAID,425,414.4,416.5,423.9,"45,753",,
,7/30/2020,PHARMAID,416.9,409.5,409.7,414.1,"34,482",,
,7/29/2020,PHARMAID,408,403,404.8,406.7,"22,057",,
,7/28/2020,PHARMAID,403.8,399.1,401.2,402,"10,295",,
,7/27/2020,PHARMAID,407.6,397.3,407.6,403,"21,079",,
,7/26/2020,PHARMAID,409.7,392.3,392.3,407.6,"23,100",,
,7/23/2020,PHARMAID,395.9,390.8,392.7,392.4,"16,215",,
,7/22/2020,PHARMAID,395.9,391.8,394.4,392.7,"10,588",,
,7/21/2020,PHARMAID,397,391.3,395.9,394.4,"17,890",,
,7/20/2020,PHARMAID,398,388,388.1,392.3,"17,685",,
,7/19/2020,PHARMAID,393.8,385,393.6,388,"9,905",,
,7/16/2020,PHARMAID,397,390,394.3,393.6,"10,316",,
,7/15/2020,PHARMAID,399,393,395,394.7,"14,983",,
,7/14/2020,PHARMAID,408.5,391.4,404.1,393.5,"27,602",,
,7/13/2020,PHARMAID,410,402,407.4,404,"29,230",,
,7/12/2020,PHARMAID,413.3,406,412.5,407.3,"34,397",,
,7/9/2020,PHARMAID,412.9,403,405,411.1,"32,256",,
,7/8/2020,PHARMAID,407.9,399,404.6,404.7,"33,375",,
,7/7/2020,PHARMAID,417,402.2,415,404.5,"38,675",,
,7/6/2020,PHARMAID,417.4,407,417.4,411.7,"25,152",,
,7/5/2020,PHARMAID,418.7,410,410,414.3,"37,301",,
,7/2/2020,PHARMAID,413,402,408.2,409,"38,161",,
,8/10/2020,PHENIXINS,30.4,28.5,30.3,29.3,"334,897",,
,8/9/2020,PHENIXINS,31.3,29.2,30.3,30.5,"317,877",,
,8/6/2020,PHENIXINS,31.8,30,31.4,30.3,"610,839",,
,8/5/2020,PHENIXINS,31.9,29.2,30.1,30.3,"642,858",,
,8/4/2020,PHENIXINS,30.3,27.4,28.1,30.1,"569,961",,
,8/3/2020,PHENIXINS,29.5,27.6,28.6,27.9,"385,966",,
,7/30/2020,PHENIXINS,0,0,0,29.3,0,,
,7/29/2020,PHENIXINS,29.5,28,28.5,29.3,"404,562",,
,7/28/2020,PHENIXINS,29.2,28.3,28.6,28.6,"141,442",,
,7/27/2020,PHENIXINS,29.2,26.9,26.9,29,"636,130",,
,7/26/2020,PHENIXINS,27,26.1,26.4,26.6,"200,738",,
,7/23/2020,PHENIXINS,27.9,26.1,26.1,26.8,"276,045",,
,7/22/2020,PHENIXINS,26.3,25.3,25.7,26,"152,278",,
,7/21/2020,PHENIXINS,27.4,25,26,25.7,"499,113",,
,7/20/2020,PHENIXINS,25,23.9,23.9,25,"201,846",,
,7/19/2020,PHENIXINS,23.9,22.8,23,23.4,"219,397",,
,7/16/2020,PHENIXINS,23.4,22.4,23,23.2,"134,456",,
,7/15/2020,PHENIXINS,23.3,22,22,22.9,"244,213",,
,7/14/2020,PHENIXINS,22.2,21.6,21.8,21.7,"56,318",,
,7/13/2020,PHENIXINS,22.2,21.5,22.1,21.7,"92,987",,
,7/12/2020,PHENIXINS,22.4,21.4,22.4,21.4,"66,918",,
,7/9/2020,PHENIXINS,23.5,22,22.7,22.2,"209,993",,
,7/8/2020,PHENIXINS,22.8,21.9,22,22.5,"89,804",,
,7/7/2020,PHENIXINS,22.3,21.4,22.3,21.5,"101,966",,
,7/6/2020,PHENIXINS,22.7,21.5,22.5,22.2,"60,458",,
,7/5/2020,PHENIXINS,22.9,21.4,21.4,22.5,"122,503",,
,7/2/2020,PHENIXINS,21.5,21.4,21.5,21.5,"14,000",,
,8/10/2020,PHOENIXFIN,24,22.8,23,22.9,"17,331",,
,8/9/2020,PHOENIXFIN,23.9,23.1,23.1,23.6,"30,202",,
,8/6/2020,PHOENIXFIN,23.2,22.8,22.8,22.8,"18,980",,
,8/5/2020,PHOENIXFIN,23.2,22.7,23.2,22.9,"47,759",,
,8/4/2020,PHOENIXFIN,24,22.7,22.7,22.8,"154,283",,
,8/3/2020,PHOENIXFIN,22.7,22.7,22.7,22.7,"15,000",,
,7/30/2020,PHOENIXFIN,22.7,22.7,22.7,22.7,"93,000",,
,7/29/2020,PHOENIXFIN,22.7,22.7,22.7,22.7,"68,302",,
,7/28/2020,PHOENIXFIN,0,0,0,22.7,0,,
,7/27/2020,PHOENIXFIN,22.7,22.7,22.7,22.7,"88,850",,
,7/26/2020,PHOENIXFIN,0,0,0,23.7,0,,
,7/23/2020,PHOENIXFIN,23.7,22.7,23.7,23.7,"90,645",,
,7/22/2020,PHOENIXFIN,23.7,22.7,22.8,23.7,"19,251",,
,7/21/2020,PHOENIXFIN,23.9,22.8,23.7,23.8,"100,688",,
,7/20/2020,PHOENIXFIN,23.8,22.7,22.7,23.7,"52,354",,
,7/19/2020,PHOENIXFIN,23.9,22.8,22.8,23.6,"187,432",,
,7/16/2020,PHOENIXFIN,23.9,23,23.1,23.8,"65,355",,
,7/15/2020,PHOENIXFIN,23.2,22.7,22.9,23.1,"8,539",,
,7/14/2020,PHOENIXFIN,23.4,23.2,23.2,23.3,"6,071",,
,7/13/2020,PHOENIXFIN,24,22.7,24,23.4,"78,188",,
,7/12/2020,PHOENIXFIN,0,0,0,24,0,,
,7/9/2020,PHOENIXFIN,24,24,24,24,"3,523",,
,7/8/2020,PHOENIXFIN,24,24,24,24,12,,
,7/7/2020,PHOENIXFIN,0,0,0,24,0,,
,7/6/2020,PHOENIXFIN,0,0,0,24,0,,
,7/5/2020,PHOENIXFIN,0,0,0,24,0,,
,7/2/2020,PHOENIXFIN,0,0,0,24,0,,
,8/10/2020,PHPMF1,4.4,4.2,4.4,4.2,"881,690",,
,8/9/2020,PHPMF1,4.5,4.2,4.2,4.4,"400,571",,
,8/6/2020,PHPMF1,4.2,4.2,4.2,4.2,"1,096,460",,
,8/5/2020,PHPMF1,4.3,4.2,4.2,4.2,"492,021",,
,8/4/2020,PHPMF1,4.2,4.2,4.2,4.2,"69,849",,
,8/3/2020,PHPMF1,4.2,4.2,4.2,4.2,"50,021",,
,7/30/2020,PHPMF1,4.2,4.2,4.2,4.2,"52,821",,
,7/29/2020,PHPMF1,4.2,4.2,4.2,4.2,"70,506",,
,7/28/2020,PHPMF1,4.2,4.2,4.2,4.2,"80,114",,
,7/27/2020,PHPMF1,4.2,4.2,4.2,4.2,"57,230",,
,7/26/2020,PHPMF1,4.2,4.2,4.2,4.2,"57,448",,
,7/23/2020,PHPMF1,4.2,4.2,4.2,4.2,"49,819",,
,7/22/2020,PHPMF1,4.2,4.2,4.2,4.2,"90,339",,
,7/21/2020,PHPMF1,4.3,4.2,4.2,4.2,"209,011",,
,7/20/2020,PHPMF1,4.2,4.2,4.2,4.2,"33,145",,
,7/19/2020,PHPMF1,4.2,4.2,4.2,4.2,"9,523",,
,7/16/2020,PHPMF1,4.2,4.2,4.2,4.2,"10,118",,
,7/15/2020,PHPMF1,4.2,4.2,4.2,4.2,"24,614",,
,7/14/2020,PHPMF1,4.2,4.2,4.2,4.2,"13,383",,
,7/13/2020,PHPMF1,4.2,4.2,4.2,4.2,"64,396",,
,7/12/2020,PHPMF1,4.2,4.2,4.2,4.2,"19,704",,
,7/9/2020,PHPMF1,4.3,4.2,4.2,4.2,"110,125",,
,7/8/2020,PHPMF1,4.2,4.2,4.2,4.2,"10,637",,
,7/7/2020,PHPMF1,4.3,4.2,4.2,4.2,"55,596",,
,7/6/2020,PHPMF1,4.2,4.2,4.2,4.2,"62,487",,
,7/5/2020,PHPMF1,0,0,0,4.2,0,,
,7/2/2020,PHPMF1,0,0,0,4.2,0,,
,8/10/2020,PIONEERINS,74.5,65.2,72,68.3,"2,325,741",,
,8/9/2020,PIONEERINS,71.2,64.8,64.8,70.7,"2,815,559",,
,8/6/2020,PIONEERINS,74.8,63.5,71,64.8,"3,753,919",,
,8/5/2020,PIONEERINS,69.1,65,66,69.1,"4,155,737",,
,8/4/2020,PIONEERINS,62.9,56,57.2,62.9,"3,999,406",,
,8/3/2020,PIONEERINS,60.5,56,57,57.2,"4,140,823",,
,7/30/2020,PIONEERINS,55,51.5,51.5,55,"3,838,784",,
,7/29/2020,PIONEERINS,50,45.6,45.7,50,"2,768,009",,
,7/28/2020,PIONEERINS,46.4,45,45.6,45.5,"2,517,555",,
,7/27/2020,PIONEERINS,47,43.8,44,45.6,"2,672,440",,
,7/26/2020,PIONEERINS,44.5,40.6,41.4,44,"3,298,296",,
,7/23/2020,PIONEERINS,43.1,41.1,42.3,41.4,"2,225,175",,
,7/22/2020,PIONEERINS,40.9,37.4,37.4,40.3,"2,987,829",,
,7/21/2020,PIONEERINS,37.6,35.4,35.8,37.2,"1,717,386",,
,7/20/2020,PIONEERINS,36.4,33.4,33.5,35.8,"1,817,224",,
,7/19/2020,PIONEERINS,35.3,32.9,34.1,33.5,"2,151,335",,
,7/16/2020,PIONEERINS,34,31.3,31.4,33.8,"1,248,924",,
,7/15/2020,PIONEERINS,31.6,29.6,30,31.2,"985,491",,
,7/14/2020,PIONEERINS,30,29.4,29.7,29.7,"761,786",,
,7/13/2020,PIONEERINS,30.5,29.4,30.5,29.5,"315,596",,
,7/12/2020,PIONEERINS,30.8,29.5,30.7,29.7,"226,741",,
,7/9/2020,PIONEERINS,31.7,29.4,31.7,30,"424,831",,
,7/8/2020,PIONEERINS,31.6,29.4,29.4,31,"673,078",,
,7/7/2020,PIONEERINS,29.4,29.4,29.4,29.4,"28,645",,
,7/6/2020,PIONEERINS,29.4,29.4,29.4,29.4,"330,666",,
,7/5/2020,PIONEERINS,29.4,29.4,29.4,29.4,"7,250",,
,7/2/2020,PIONEERINS,0,0,0,29.4,0,,
,8/10/2020,PLFSL,0,0,0,3,0,,
,8/9/2020,PLFSL,0,0,0,3,0,,
,8/6/2020,PLFSL,0,0,0,3,0,,
,8/5/2020,PLFSL,0,0,0,3,0,,
,8/4/2020,PLFSL,0,0,0,3,0,,
,8/3/2020,PLFSL,0,0,0,3,0,,
,7/30/2020,PLFSL,0,0,0,3,0,,
,7/29/2020,PLFSL,0,0,0,3,0,,
,7/28/2020,PLFSL,0,0,0,3,0,,
,7/27/2020,PLFSL,0,0,0,3,0,,
,7/26/2020,PLFSL,0,0,0,3,0,,
,7/23/2020,PLFSL,0,0,0,3,0,,
,7/22/2020,PLFSL,0,0,0,3,0,,
,7/21/2020,PLFSL,0,0,0,3,0,,
,7/20/2020,PLFSL,0,0,0,3,0,,
,7/19/2020,PLFSL,0,0,0,3,0,,
,7/16/2020,PLFSL,0,0,0,3,0,,
,7/15/2020,PLFSL,0,0,0,3,0,,
,7/14/2020,PLFSL,0,0,0,3,0,,
,7/13/2020,PLFSL,0,0,0,3,0,,
,7/12/2020,PLFSL,0,0,0,3,0,,
,7/9/2020,PLFSL,0,0,0,3,0,,
,7/8/2020,PLFSL,0,0,0,3,0,,
,7/7/2020,PLFSL,0,0,0,3,0,,
,7/6/2020,PLFSL,0,0,0,3,0,,
,7/5/2020,PLFSL,0,0,0,3,0,,
,7/2/2020,PLFSL,0,0,0,3,0,,
,8/10/2020,POPULAR1MF,4.4,4.2,4.3,4.2,"2,140,827",,
,8/9/2020,POPULAR1MF,4.4,4.2,4.2,4.3,"1,294,192",,
,8/6/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"597,298",,
,8/5/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"214,292",,
,8/4/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"82,297",,
,8/3/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"123,798",,
,7/30/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"47,951",,
,7/29/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"69,876",,
,7/28/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"190,855",,
,7/27/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"58,442",,
,7/26/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"66,540",,
,7/23/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"72,999",,
,7/22/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"77,187",,
,7/21/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"49,718",,
,7/20/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"74,607",,
,7/19/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"69,064",,
,7/16/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"74,973",,
,7/15/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"84,650",,
,7/14/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"89,838",,
,7/13/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"20,750",,
,7/12/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"69,224",,
,7/9/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"28,143",,
,7/8/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"100,025",,
,7/7/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"133,600",,
,7/6/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"78,540",,
,7/5/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"77,854",,
,7/2/2020,POPULAR1MF,4.2,4.2,4.2,4.2,"132,580",,
,8/10/2020,POPULARLIF,88.7,81.2,87,86,"59,284",,
,8/9/2020,POPULARLIF,89,81.5,81.9,84.9,"61,627",,
,8/6/2020,POPULARLIF,87.1,79.2,80.9,87.1,"117,270",,
,8/5/2020,POPULARLIF,81.6,77,79.9,79.2,"76,410",,
,8/4/2020,POPULARLIF,78.8,76.7,78.3,76.9,"21,191",,
,8/3/2020,POPULARLIF,81.5,77.5,79.7,79.7,"48,426",,
,7/30/2020,POPULARLIF,80.5,77.1,79.2,79.5,"25,897",,
,7/29/2020,POPULARLIF,81.7,79.8,80,80,"90,630",,
,7/28/2020,POPULARLIF,82.2,76.7,82.2,79.3,"125,700",,
,7/27/2020,POPULARLIF,83.9,76.7,76.7,78.2,"2,845",,
,7/26/2020,POPULARLIF,76.7,76.7,76.7,76.7,800,,
,7/23/2020,POPULARLIF,0,0,0,76.9,0,,
,7/22/2020,POPULARLIF,76.9,76.7,76.9,76.9,"1,515",,
,7/21/2020,POPULARLIF,77,76.7,76.7,76.9,"1,941",,
,7/20/2020,POPULARLIF,0,0,0,77,0,,
,7/19/2020,POPULARLIF,77,76.7,77,77,"2,766",,
,7/16/2020,POPULARLIF,78,76.7,77,77,504,,
,7/15/2020,POPULARLIF,78,77.9,77.9,78,"3,002",,
,7/14/2020,POPULARLIF,82,76.7,82,76.8,691,,
,7/13/2020,POPULARLIF,82.4,82.2,82.4,82.4,325,,
,7/12/2020,POPULARLIF,80.8,80.8,80.8,80.8,200,,
,7/9/2020,POPULARLIF,77.5,76.7,77.5,77.2,"1,315",,
,7/8/2020,POPULARLIF,77.5,77.5,77.5,77.5,"9,694",,
,7/7/2020,POPULARLIF,0,0,0,77.5,0,,
,7/6/2020,POPULARLIF,77.5,77.5,77.5,77.5,50,,
,7/5/2020,POPULARLIF,77.5,77.5,77.5,77.5,9,,
,7/2/2020,POPULARLIF,77.5,77.5,77.5,77.5,50,,
,8/10/2020,POWERGRID,50.7,49.1,49.6,50.1,"103,485",,
,8/9/2020,POWERGRID,51,48,48,50.6,"230,818",,
,8/6/2020,POWERGRID,48.3,46.7,48.1,47.4,"143,106",,
,8/5/2020,POWERGRID,48.8,47.5,47.5,47.9,"133,241",,
,8/4/2020,POWERGRID,48,46.9,47.4,47.1,"74,485",,
,8/3/2020,POWERGRID,47,45.8,46.4,46.8,"42,614",,
,7/30/2020,POWERGRID,47.1,45.7,45.9,46.4,"38,422",,
,7/29/2020,POWERGRID,46,45,45,45.9,"34,718",,
,7/28/2020,POWERGRID,46.5,45.6,46.3,45.9,"32,197",,
,7/27/2020,POWERGRID,46,45.1,45.3,45.5,"76,522",,
,7/26/2020,POWERGRID,45.8,44.1,44.1,45.2,"71,796",,
,7/23/2020,POWERGRID,45,43.5,44,44.1,"92,487",,
,7/22/2020,POWERGRID,43.9,41,41,43.6,"27,119",,
,7/21/2020,POWERGRID,44,42.7,42.8,43.8,"48,715",,
,7/20/2020,POWERGRID,43.4,42.2,42.2,43.1,"35,348",,
,7/19/2020,POWERGRID,43,42.3,42.3,42.7,"21,609",,
,7/16/2020,POWERGRID,43.1,42.2,43.1,42.6,"9,699",,
,7/15/2020,POWERGRID,43.8,42.5,43.1,42.6,"35,549",,
,7/14/2020,POWERGRID,44.3,43,43.8,43.1,"56,212",,
,7/13/2020,POWERGRID,44.9,43.7,44.6,43.8,"76,445",,
,7/12/2020,POWERGRID,44.8,43.5,43.7,44.6,"88,643",,
,7/9/2020,POWERGRID,44,42.6,42.6,43.5,"109,839",,
,7/8/2020,POWERGRID,42.7,41.8,41.8,42.1,"46,022",,
,7/7/2020,POWERGRID,42.4,41.8,42.4,41.9,"21,806",,
,7/6/2020,POWERGRID,42.5,41.6,42,42.3,"25,796",,
,7/5/2020,POWERGRID,43.1,42,43.1,42.6,"20,471",,
,7/2/2020,POWERGRID,43.4,42.2,43.3,43.1,"24,181",,
,8/10/2020,PRAGATIINS,53.1,50.5,51.6,50.6,"475,626",,
,8/9/2020,PRAGATIINS,55.5,51.1,52.9,52.4,"533,295",,
,8/6/2020,PRAGATIINS,59.9,52,54.8,52.9,"765,754",,
,8/5/2020,PRAGATIINS,54.8,50.3,50.3,54.6,"1,202,081",,
,8/4/2020,PRAGATIINS,50.8,47.6,49.8,50.3,"459,788",,
,8/3/2020,PRAGATIINS,52.5,48.1,49.5,49.4,"744,762",,
,7/30/2020,PRAGATIINS,49.5,47.1,48.8,49.3,"550,860",,
,7/29/2020,PRAGATIINS,48.9,45,45.5,48.4,"870,034",,
,7/28/2020,PRAGATIINS,46.7,45,45.2,45.5,"492,371",,
,7/27/2020,PRAGATIINS,45,41.2,41.2,45,"673,578",,
,7/26/2020,PRAGATIINS,43,37.9,37.9,41.2,"882,548",,
,7/23/2020,PRAGATIINS,37.3,35.5,35.9,36.2,"65,468",,
,7/22/2020,PRAGATIINS,38.4,35,38.4,35.9,"30,234",,
,7/21/2020,PRAGATIINS,38.7,36.7,37.5,37.5,"52,028",,
,7/20/2020,PRAGATIINS,37,34.3,35.8,36.6,"121,848",,
,7/19/2020,PRAGATIINS,35.8,32.6,32.6,35.7,"71,956",,
,7/16/2020,PRAGATIINS,32.8,32.2,32.2,32.6,"4,552",,
,7/15/2020,PRAGATIINS,32.7,32.2,32.2,32.2,"22,234",,
,7/14/2020,PRAGATIINS,32.6,32.2,32.2,32.2,"15,515",,
,7/13/2020,PRAGATIINS,33.8,32.2,33.8,32.2,"15,554",,
,7/12/2020,PRAGATIINS,32.3,32.2,32.3,32.2,"9,003",,
,7/9/2020,PRAGATIINS,33.9,32.2,32.2,32.7,"14,574",,
,7/8/2020,PRAGATIINS,34.5,32.2,32.2,32.2,"61,152",,
,7/7/2020,PRAGATIINS,32.2,32.2,32.2,32.2,"1,283",,
,7/6/2020,PRAGATIINS,32.2,32.2,32.2,32.2,"1,383",,
,7/5/2020,PRAGATIINS,0,0,0,32.2,0,,
,7/2/2020,PRAGATIINS,0,0,0,32.2,0,,
,8/10/2020,PRAGATILIF,117,110.2,113.4,114.4,"167,045",,
,8/9/2020,PRAGATILIF,120.9,112.1,114.5,113.2,"193,996",,
,8/6/2020,PRAGATILIF,111.1,103.9,103.9,111.1,"174,430",,
,8/5/2020,PRAGATILIF,102.1,97.1,97.1,101,"146,570",,
,8/4/2020,PRAGATILIF,99.9,96.8,99.9,97.3,"71,818",,
,8/3/2020,PRAGATILIF,103.7,98.5,100,99.2,"127,478",,
,7/30/2020,PRAGATILIF,99.8,96.3,99,99.1,"136,090",,
,7/29/2020,PRAGATILIF,104,98.1,100,99.6,"139,522",,
,7/28/2020,PRAGATILIF,101,91.7,93.9,99.4,"252,302",,
,7/27/2020,PRAGATILIF,93.8,90.5,90.5,93.3,"66,884",,
,7/26/2020,PRAGATILIF,91,89.6,90.6,90.2,"65,280",,
,7/23/2020,PRAGATILIF,93,90.5,92,91,"65,676",,
,7/22/2020,PRAGATILIF,92.5,90.1,92.5,91.9,"49,100",,
,7/21/2020,PRAGATILIF,97,88.6,97,92.2,"116,977",,
,7/20/2020,PRAGATILIF,98.5,92.1,97.5,96,"57,707",,
,7/19/2020,PRAGATILIF,99,93.9,93.9,97.1,"178,918",,
,7/16/2020,PRAGATILIF,93.8,88.5,88.6,92.7,"107,012",,
,7/15/2020,PRAGATILIF,90.3,88.3,88.3,88.7,"89,676",,
,7/14/2020,PRAGATILIF,90.4,88.3,90.4,88.3,"45,971",,
,7/13/2020,PRAGATILIF,92.9,88.3,91.7,88.4,"77,173",,
,7/12/2020,PRAGATILIF,92.7,90,90.5,91.5,"60,648",,
